0.807897	-0.222017
1.00756	-0.186013
0.967341	-0.157689
0.944275	-0.0718885
1.01189	-0.41169
0.813596	-0.217599
1.07953	-0.279546
0.695572	-0.236276
0.810572	-0.244884
1.07407	-0.348791
1.02781	-0.209222
0.986454	-0.317748
1.06965	-0.442826
1.05266	-0.365819
0.820836	-0.366071
1.86574	-1.73363
2.32334	-2.59594
1.79381	-1.44837
2.65174	-2.88747
2.47502	-2.58349
2.11356	-2.1976
2.15095	-2.37592
1.94447	-2.17588
2.63243	-3.23197
2.41511	-2.76645
2.17866	-2.36483
2.40631	-2.85644
2.36393	-2.91469
2.51893	-3.22427
2.65552	-3.3324
2.81714	-3.51488
2.78494	-3.56474
2.86465	-3.63935
2.59434	-3.22616
2.76914	-3.48262
2.60261	-3.29736
1.76682	-1.59404
2.05292	-1.75774
1.86517	-1.67165
1.69612	-1.63933
1.66585	-1.66459
2.00949	-2.19069
1.98098	-2.32149
1.46824	-1.61081
1.61042	-1.80996
1.38396	-1.44449
1.1054	-1.08795
0.592577	-0.580657
0.703598	-0.956913
1.04457	-1.51058
0.757599	-1.22973
0.333712	-0.877511
0.2674	-0.840512
0.253165	-0.889458
0.301394	-0.952216
0.338272	-0.986503
0.520975	-1.16104
1.00913	-1.56533
1.15302	-1.45473
0.906619	-1.01622
1.2203	-1.38024
1.65647	-1.9797
1.78491	-2.32194
1.93568	-2.59223
2.09488	-2.77986
2.23793	-2.99334
2.34449	-3.09333
1.83682	-2.02249
1.80558	-1.52525
1.93733	-1.63361
1.66042	-1.21243
1.50202	-1.07766
1.44359	-1.00604
1.11028	-0.734226
0.932036	-0.790003
0.427219	-0.426566
0.0714185	-0.391616
-0.376009	-0.282208
-0.404915	-0.535999
-0.0386218	-0.586015
0.130863	-0.761215
0.0403064	-0.547265
0.23239	-0.48238
0.360249	-0.393136
0.320124	-0.287978
0.541317	-0.520723
0.973211	-0.997708
1.28396	-1.40704
1.54847	-1.64986
2.11709	-2.17718
1.84962	-1.95139
1.91942	-1.76497
1.9651	-1.85428
1.45981	-1.0607
0.229873	-0.295132
0.250372	-0.334883
0.208892	-0.277164
0.286425	-0.249033
0.184672	-0.00233334
0.012192	0.198251
0.0922368	-0.134395
0.54445	-0.576812
0.598275	-0.299573
0.931335	-0.597781
0.845199	-0.71978
2.37138	-2.55682
2.76726	-2.89458
2.22207	-2.2528
0.481919	-0.799541
0.839452	-0.91802
1.66504	-1.43903
2.44853	-2.61151
2.60909	-2.83416
2.03127	-1.86788
1.56264	-1.29254
1.00088	-1.0234
0.947157	-0.987443
0.558535	-0.262855
0.312511	0.0913759
0.150785	0.145148
0.0444766	0.230104
0.267974	0.187243
0.691304	0.49698
0.900821	0.411297
0.897389	0.437454
0.834893	0.133166
0.839375	0.031628
0.646461	-0.289806
0.600401	-0.381194
0.789092	-0.342507
0.962505	-0.422178
0.893663	-0.14657
1.04077	-0.303171
0.849346	-0.295887
0.884616	-0.431049
0.718878	-0.334901
0.432547	-0.340697
0.990594	-0.61735
1.48569	-1.66395
1.55757	-1.79428
1.26137	-1.53957
1.12623	-0.874667
0.463746	-0.30139
0.626415	-0.447376
1.24067	-1.03149
1.121	-0.892655
1.31398	-1.17537
1.38871	-1.25215
1.63649	-1.53602
1.59719	-1.52035
1.07678	-0.82243
1.05335	-0.668886
1.50192	-0.908755
1.55935	-0.723395
2.02965	-1.25725
2.13407	-1.25966
2.16726	-0.957644
2.09656	-1.0989
2.24608	-1.15324
2.31975	-1.08098
1.59109	-0.708116
