2.68126	-13.8933
-6.49825	-2.73371
-7.34466	-4.20465
-1.95852	-4.17299
0.408187	-6.09622
-0.00171017	-1.06908
-1.63418	1.23265
-1.56492	-1.9248
1.80319	3.50338
2.38979	-1.7531
-5.00793	1.30174
2.33155	3.39456
-0.680584	74.8502
28.4217	-13.2893
-15.4609	-10.9382
-12.1652	1.07817
1.37026	-4.93082
-0.988902	0.668951
0.431448	-3.05557
-4.90611	-3.26331
0.471539	-3.23995
-1.67841	-2.95205
-5.48532	4.27797
2.82198	-2.8973
-3.17963	-0.777588
-0.915217	-1.02821
-2.07403	1.98854
1.38453	1.73873
1.3258	125.171
107.373	-3.25761
-3.04087	-6.27563
-4.7905	-0.171461
0.821742	-8.93989
-9.96361	5.63817
5.31911	-18.2384
-20.2594	0.745338
-1.78474	-5.70278
-6.73846	-2.71854
-1.67176	5.16809
4.05357	-6.49961
-7.09486	-2.70881
-3.66917	-0.0400025
1.52549	2.66971
1.43192	-1.20129
0.489913	104.351
464.492	-7.47247
-7.56749	-11.3819
-12.3221	2.162
3.00778	-17.1342
-19.5254	-5.59378
-3.39113	2.89675
5.38567	-2.77739
-2.33676	-2.52757
-4.42867	2.83344
1.35529	-6.76741
-8.66013	-1.7011
-0.799649	-1.20573
-0.688878	-3.4892
-5.42854	2.61935
2.7551	-0.669325
-0.884047	858.982
1326.03	-12.2612
-10.9914	-0.465882
0.320968	0.294757
-1.36645	-20.0344
-18.2631	-7.66022
-7.12444	-10.1816
-11.0262	-2.34369
-1.81835	0.835159
2.34589	2.80353
-1.35202	-0.879048
-0.479054	-0.56176
1.67041	-1.12663
1.07112	-4.57764
-2.11375	0.977027
-0.407974	3.27386
2.70728	419.669
141.134	-3.55466
-4.05148	-2.25932
-2.02756	0.927782
0.292604	-17.1177
-16.1634	6.47252
6.34106	-18.1246
-17.5752	2.35587
2.35202	-4.91829
-4.69502	-2.89082
-4.83866	0.27076
1.93814	-8.24141
-5.70267	-1.10981
-2.21463	-1.62315
-1.74623	0.496741
0.544287	-1.99688
-1.0123	1001.77
783.805	-9.25286
-7.93851	-2.46974
0.881595	-0.341323
-5.20156	-4.992
-7.45879	-10.4437
-8.35678	-8.74865
-9.75887	5.22131
-5.19243	-1.88361
-1.43755	-0.389635
-0.40346	-3.43213
-2.44794	-1.17758
-0.851918	-4.05978
-2.68364	-4.26735
-2.29597	3.22385
4.83906	-0.144858
-0.931739	1090.82
2199.39	-7.93058
-7.69764	-5.4373
-5.79225	2.44263
1.15053	-16.1458
-13.6658	1.24158
0.0771359	-11.9944
-12.9075	-0.160433
-4.01633	-4.57524
-8.27587	0.987845
-4.06886	0.983082
-4.69904	-6.578
-6.57737	-6.58789
-4.33099	-0.557532
-0.640584	-1.2639
